18-15	18	{"en": "Electronic certificate", "id": "Serifikat Elektronik", "zh": "电子证书"}	14
18-16	18	{"en": "Standard certificate for medium-low risk KBLI", "id": "Sertifikat Standar (Jika resiko KBLI Menengah Rendah)", "zh": "中低风险 KBLI 标准证书"}	15
18-17	18	{"en": "Ministry of Law and Human Rights decree", "id": "Surat Keputusan Kemenkumham", "zh": "法律与人权部批准书"}	16
18-18	18	{"en": "Tax registration certificate (SKT)", "id": "Surat Keterangan Terdaftar Pajak (SKT)", "zh": "税务登记证明 (SKT)"}	17
18-19	18	{"en": "Taxable entrepreneur confirmation letter (SPPKP)", "id": "Surat Pengukuhan Kena Pajak (SPPKP)", "zh": "应税企业确认书 (SPPKP)"}	18
19-1	19	{"en": "OSS access rights", "id": "Hak Akses OSS", "zh": "OSS 访问权限"}	0
19-2	19	{"en": "Business Identification Number (NIB)", "id": "NIB (Nomor Induk Berusaha)", "zh": "营业识别号 (NIB)"}	1
19-3	19	{"en": "Self-declaration for K3L, SPPL, and spatial planning", "id": "Pernyataan Mandiri (K3L, SPPL dan Tata Ruang)", "zh": "K3L、SPPL 和空间规划自我声明"}	2
19-4	19	{"en": "Standard certificate for medium-low risk scale", "id": "Sertifikat Standar (Jika Skala Resiko Menengah Rendah)", "zh": "中低风险规模标准证书"}	3
20-1	20	{"en": "Professional landing page website", "id": "Website Landing Page Profesional", "zh": "专业落地页网站"}	0
20-2	20	{"en": "Up to 1 main page", "id": "Hingga 1 Halaman Utama", "zh": "最多 1 个主页面"}	1
20-3	20	{"en": "Premium modern design", "id": "Desain Premium & Modern", "zh": "高级现代设计"}	2
20-4	20	{"en": "Mobile friendly responsive layout", "id": "Mobile Friendly (Responsive)", "zh": "移动端友好响应式布局"}	3
20-5	20	{"en": "Domain .com / .id*", "id": "Domain .com / .id*", "zh": ".com / .id 域名*"}	4
20-6	20	{"en": "Active SSL & HTTPS", "id": "SSL & HTTPS Aktif", "zh": "启用 SSL 与 HTTPS"}	5
20-7	20	{"en": "Basic copywriting", "id": "Copywriting Dasar", "zh": "基础文案撰写"}	6
20-8	20	{"en": "WhatsApp and social media integration", "id": "Integrasi WhatsApp", "zh": "WhatsApp 与社交媒体整合"}	7
20-9	20	{"en": "Lead / contact form", "id": "Integrasi Social Media", "zh": "线索 / 联系表单"}	8
20-10	20	{"en": "Basic SEO setup", "id": "Form Lead / Kontak", "zh": "基础 SEO 设置"}	9
20-11	20	{"en": "Website speed optimization", "id": "SEO Basic Setup", "zh": "网站速度优化"}	10
20-12	20	{"en": "2 revisions", "id": "Optimasi Kecepatan Website", "zh": "2 次修改"}	11
20-13	20	{"en": "Lifetime technical support", "id": "Revisi 2x", "zh": "终身技术支持"}	12
20-14	20	{"en": "Suitable for consultants, agencies, freelancers, SMEs, and personal branding", "id": "Lifetime Technical Support", "zh": "适合顾问、机构、自由职业者、中小企业和个人品牌"}	13
20-15	20	{"en": "Cocok untuk konsultan, agency, freelancer, UMKM, dan personal branding", "id": "Cocok untuk konsultan, agency, freelancer, UMKM, dan personal branding", "zh": "Cocok untuk konsultan, agency, freelancer, UMKM, dan personal branding"}	14
21-1	21	{"en": "All Starter features", "id": "Semua Fitur Starter", "zh": "包含 Starter 全部功能"}	0
21-2	21	{"en": "Complete company profile structure", "id": "Struktur Company Profile Lengkap", "zh": "完整公司简介结构"}	1
21-3	21	{"en": "Company profile, services / products, portfolio / projects, career, basic blog, FAQ", "id": "Profil Perusahaan", "zh": "公司简介、服务 / 产品、作品 / 项目、招聘、基础博客、FAQ"}	2
21-4	21	{"en": "Inquiry form", "id": "Layanan / Produk", "zh": "询盘表单"}	3
21-5	21	{"en": "Content writing assistance", "id": "Portfolio / Project", "zh": "内容撰写协助"}	4
21-6	21	{"en": "SEO friendly structure", "id": "Karir", "zh": "SEO 友好结构"}	5
21-7	21	{"en": "Google Maps and Analytics integration", "id": "Blog Dasar", "zh": "Google Maps 与 Analytics 整合"}	6
21-8	21	{"en": "Lead conversion optimization", "id": "FAQ", "zh": "线索转化优化"}	7
21-9	21	{"en": "3 revisions", "id": "Form Inquiry", "zh": "3 次修改"}	8
21-10	21	{"en": "Lifetime technical support", "id": "Content Writing Assistance", "zh": "终身技术支持"}	9
21-11	21	{"en": "Suitable for contractors, consultants, clinics, distributors, service companies, and startups", "id": "SEO Friendly Structure", "zh": "适合承包商、顾问、诊所、分销商、服务公司和初创企业"}	10
2-1	2	{"en": "Private lift access", "id": "Akses Private Lift", "zh": "私人电梯通道"}	0
2-2	2	{"en": "Prestigious domicile address", "id": "Alamat Domisili Prestisius", "zh": "优质住所地址"}	1
2-3	2	{"en": "Free tea & coffee", "id": "Free Tea & Coffee", "zh": "免费茶水和咖啡"}	2
2-4	2	{"en": "Free Wi-Fi", "id": "Free Wifi", "zh": "免费 Wi-Fi"}	3
2-5	2	{"en": "Free meeting room 90 hours/year", "id": "Free meeting room 90 jam/tahun", "zh": "免费会议室 90 小时/年"}	4
2-6	2	{"en": "Smoking area meeting room (3 people)", "id": "Meeting room smoking area (3 orang)", "zh": "吸烟区会议室（3 人）"}	5
2-7	2	{"en": "Mail & package handling", "id": "Penerimaan Surat & Paket", "zh": "信件和包裹接收"}	6
2-8	2	{"en": "Professional receptionist", "id": "Resepsionis Profesional", "zh": "专业接待员"}	7
2-9	2	{"en": "Large meeting room (10 people)", "id": "Ruang meeting besar (10 orang)", "zh": "大型会议室（10 人）"}	8
2-10	2	{"en": "Small meeting room (5 people)", "id": "Ruang meeting kecil (5 orang)", "zh": "小型会议室（5 人）"}	9
2-11	2	{"en": "Self-service pantry", "id": "Self Service Pantry", "zh": "自助茶水间"}	10
2-12	2	{"en": "Smart TV", "id": "Smart TV", "zh": "智能电视"}	11
2-13	2	{"en": "Whiteboard", "id": "Whiteboard", "zh": "白板"}	12
1-1	1	{"en": "Private lift access", "id": "Akses Private Lift", "zh": "私人电梯通道"}	0
1-2	1	{"en": "Prestigious domicile address", "id": "Alamat Domisili Prestisius", "zh": "优质住所地址"}	1
1-3	1	{"en": "Free tea & coffee", "id": "Free Tea & Coffee", "zh": "免费茶水和咖啡"}	2
1-4	1	{"en": "Free Wi-Fi", "id": "Free Wifi", "zh": "免费 Wi-Fi"}	3
1-5	1	{"en": "Free meeting room 40 hours/year", "id": "Free meeting room 40 jam/tahun", "zh": "免费会议室 40 小时/年"}	4
1-6	1	{"en": "Smoking area meeting room (3 people)", "id": "Meeting room smoking area (3 orang)", "zh": "吸烟区会议室（3 人）"}	5
1-7	1	{"en": "Mail & package handling", "id": "Penerimaan Surat & Paket", "zh": "信件和包裹接收"}	6
1-8	1	{"en": "Professional receptionist", "id": "Resepsionis Profesional", "zh": "专业接待员"}	7
1-9	1	{"en": "Large meeting room (10 people)", "id": "Ruang meeting besar (10 orang)", "zh": "大型会议室（10 人）"}	8
1-10	1	{"en": "Small meeting room (5 people)", "id": "Ruang meeting kecil (5 orang)", "zh": "小型会议室（5 人）"}	9
1-11	1	{"en": "Self-service pantry", "id": "Self Service Pantry", "zh": "自助茶水间"}	10
1-12	1	{"en": "Smart TV", "id": "Smart TV", "zh": "智能电视"}	11
1-13	1	{"en": "Whiteboard", "id": "Whiteboard", "zh": "白板"}	12
7-1	7	{"en": "Company establishment deed", "id": "Akta Pendirian Perusahaan", "zh": "公司设立公证书"}	0
7-2	7	{"en": "Corporate Coretax", "id": "Coretax Badan", "zh": "企业 Coretax"}	1
7-3	7	{"en": "Free Gmail account", "id": "Free Account Gmail", "zh": "免费 Gmail 账号"}	2
7-4	7	{"en": "Free consultation", "id": "Free Konsultasi", "zh": "免费咨询"}	3
7-5	7	{"en": "Free company stamp", "id": "Free Stempel Nama Perusahaan", "zh": "免费公司印章"}	4
7-6	7	{"en": "Free financial report template", "id": "Free Template Laporan Keuangan", "zh": "免费财务报表模板"}	5
7-7	7	{"en": "OSS access rights", "id": "Hak Akses OSS", "zh": "OSS 访问权限"}	6
7-8	7	{"en": "Company tax ID", "id": "NPWP Badan", "zh": "公司税号"}	7
7-9	7	{"en": "Business Identification Number (NIB)", "id": "Nomor Induk Berusaha (NIB)", "zh": "营业识别号 (NIB)"}	8
7-10	7	{"en": "OSS self-declaration (K3L and SPPL)", "id": "Pernyataan Mandiri OSS (K3L dan SPPL)", "zh": "OSS 自我声明 (K3L 和 SPPL)"}	9
7-11	7	{"en": "Ministry of Law and Human Rights decree", "id": "Surat Keputusan Kemenkumham", "zh": "法律与人权部批准书"}	10
7-12	7	{"en": "Tax registration certificate (SKT)", "id": "Surat Keterangan Terdaftar Pajak (SKT)", "zh": "税务登记证明 (SKT)"}	11
\.


